date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:52:34	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:52:32%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/player-stats-img3.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/player-stats-img3.jpg	(from https://eyecix.com/html/sportsmagazine/index-two.html)
18:52:34	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:52:33%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/player-stats-img4.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/player-stats-img4.jpg	(from https://eyecix.com/html/sportsmagazine/index-two.html)
18:52:34	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:52:34%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/player-stats-img5.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/player-stats-img5.jpg	(from https://eyecix.com/html/sportsmagazine/index-two.html)
18:52:36	182724/182724	---M--	200	added ('OK')	application/x-font-ttf	date:Thu,%2004%20May%202017%2018:01:36%20GMT	https://eyecix.com/html/sportsmagazine/fonts/icomoon.ttf?d427k4	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/fonts/icomoon1aa6.ttf	(from https://eyecix.com/html/sportsmagazine/css/flaticon.css)
18:52:36	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:52:34%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/player-stats-img6.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/player-stats-img6.jpg	(from https://eyecix.com/html/sportsmagazine/index-two.html)
18:52:36	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:52:35%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/fixture-classic-img6.png	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/fixture-classic-img6.png	(from https://eyecix.com/html/sportsmagazine/index-two.html)
18:52:37	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:52:36%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/partner-logo-1.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/partner-logo-1.jpg	(from https://eyecix.com/html/sportsmagazine/index-two.html)
18:52:38	182800/182800	---M--	200	added ('OK')	application/x-font-woff	date:Thu,%2004%20May%202017%2018:01:45%20GMT	https://eyecix.com/html/sportsmagazine/fonts/icomoon.woff?d427k4	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/fonts/icomoon1aa6.woff	(from https://eyecix.com/html/sportsmagazine/css/flaticon.css)
18:52:38	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:52:37%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/partner-logo-2.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/partner-logo-2.jpg	(from https://eyecix.com/html/sportsmagazine/index-two.html)
18:52:39	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:52:37%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/partner-logo-3.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/partner-logo-3.jpg	(from https://eyecix.com/html/sportsmagazine/index-two.html)
18:52:39	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:52:39%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/thumb-team-oneimg.png	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/thumb-team-oneimg.png	(from https://eyecix.com/html/sportsmagazine/index-two.html)
18:52:43	663650/663650	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2004%20May%202017%2018:01:40%20GMT	https://eyecix.com/html/sportsmagazine/fonts/icomoon.svg?d427k4	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/fonts/icomoon1aa6.svg	(from https://eyecix.com/html/sportsmagazine/css/flaticon.css)
18:52:55	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:52:39%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/thumb-team-twoimg.png	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/thumb-team-twoimg.png	(from https://eyecix.com/html/sportsmagazine/index-two.html)
18:52:56	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:52:40%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/next-game-img1.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/next-game-img1.jpg	(from https://eyecix.com/html/sportsmagazine/index-two.html)
18:53:00	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:52:44%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/next-game-img2.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/next-game-img2.jpg	(from https://eyecix.com/html/sportsmagazine/index-two.html)
18:53:12	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:52:56%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/blog-medium-img1.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/blog-medium-img1.jpg	(from https://eyecix.com/html/sportsmagazine/index-two.html)
18:53:12	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:52:56%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/blog-medium-img2.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/blog-medium-img2.jpg	(from https://eyecix.com/html/sportsmagazine/index-two.html)
18:53:12	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:53:01%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/blog-medium-img3.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/blog-medium-img3.jpg	(from https://eyecix.com/html/sportsmagazine/index-two.html)
18:53:13	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:53:12%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/blog-medium-img4.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/blog-medium-img4.jpg	(from https://eyecix.com/html/sportsmagazine/index-two.html)
18:53:13	1362/1362	---M--	200	added ('OK')	image/png	date:Thu,%2004%20May%202017%2018:01:50%20GMT	https://eyecix.com/html/sportsmagazine/images/fancybox/fancybox_sprite.png	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/images/fancybox/fancybox_sprite.png	(from https://eyecix.com/html/sportsmagazine/css/fancybox.css)
18:53:13	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:53:13%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/team-grid-img1.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/team-grid-img1.jpg	(from https://eyecix.com/html/sportsmagazine/index-two.html)
18:53:14	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:53:13%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/team-grid-img2.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/team-grid-img2.jpg	(from https://eyecix.com/html/sportsmagazine/index-two.html)
18:53:14	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:53:13%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/team-grid-img3.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/team-grid-img3.jpg	(from https://eyecix.com/html/sportsmagazine/index-two.html)
18:53:14	361/361	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Apr%202018%2015:53:14%20GMT	https://eyecix.com/html/sportsmagazine/css/fancybox_loading.gif	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/css/fancybox_loading.124.delayed	(from https://eyecix.com/html/sportsmagazine/css/fancybox.css)
18:53:15	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:53:14%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/testimonial-img1.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/testimonial-img1.jpg	(from https://eyecix.com/html/sportsmagazine/index-two.html)
18:53:15	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:53:14%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/testimonial-img2.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/testimonial-img2.jpg	(from https://eyecix.com/html/sportsmagazine/index-two.html)
18:53:15	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:53:15%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/testimonial-img3.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/testimonial-img3.jpg	(from https://eyecix.com/html/sportsmagazine/index-two.html)
18:53:16	43/43	---M--	200	added ('OK')	image/gif	date:Thu,%2004%20May%202017%2018:01:47%20GMT	https://eyecix.com/html/sportsmagazine/images/fancybox/blank.gif	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/images/fancybox/blank.gif	(from https://eyecix.com/html/sportsmagazine/css/fancybox.css)
18:53:16	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:53:16%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/widget-galler-two-img2.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/widget-galler-two-img2.jpg	(from https://eyecix.com/html/sportsmagazine/index-two.html)
18:53:17	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:53:16%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/widget-galler-two-img3.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/widget-galler-two-img3.jpg	(from https://eyecix.com/html/sportsmagazine/index-two.html)
18:53:17	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:53:16%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/widget-galler-two-img4.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/widget-galler-two-img4.jpg	(from https://eyecix.com/html/sportsmagazine/index-two.html)
18:53:17	1003/1003	---M--	200	added ('OK')	image/png	date:Thu,%2004%20May%202017%2018:01:49%20GMT	https://eyecix.com/html/sportsmagazine/images/fancybox/fancybox_overlay.png	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/images/fancybox/fancybox_overlay.png	(from https://eyecix.com/html/sportsmagazine/css/fancybox.css)
18:53:18	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:53:17%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/widget-galler-two-img5.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/widget-galler-two-img5.jpg	(from https://eyecix.com/html/sportsmagazine/index-two.html)
18:53:18	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:53:17%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/widget-galler-two-img1.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/widget-galler-two-img1.jpg	(from https://eyecix.com/html/sportsmagazine/index-two.html)
18:53:18	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:53:18%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/widget-galler-list-img1.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/widget-galler-list-img1.jpg	(from https://eyecix.com/html/sportsmagazine/index-two.html)
18:53:19	6553/6553	---M--	200	added ('OK')	image/png	date:Thu,%2004%20May%202017%2018:01:51%20GMT	https://eyecix.com/html/sportsmagazine/images/fancybox/fancybox_sprite@2x.png	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/images/fancybox/fancybox_sprite@2x.png	(from https://eyecix.com/html/sportsmagazine/css/fancybox.css)
18:53:19	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:53:19%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/widget-galler-list-img2.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/widget-galler-list-img2.jpg	(from https://eyecix.com/html/sportsmagazine/index-two.html)
18:53:19	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:53:19%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/widget-galler-list-img3.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/widget-galler-list-img3.jpg	(from https://eyecix.com/html/sportsmagazine/index-two.html)
18:53:20	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:53:19%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/widget-galler-list-img4.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/widget-galler-list-img4.jpg	(from https://eyecix.com/html/sportsmagazine/index-two.html)
18:53:20	13984/13984	---M--	200	added ('OK')	image/gif	date:Thu,%2004%20May%202017%2018:01:48%20GMT	https://eyecix.com/html/sportsmagazine/images/fancybox/fancybox_loading@2x.gif	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/images/fancybox/fancybox_loading@2x.gif	(from https://eyecix.com/html/sportsmagazine/css/fancybox.css)
18:53:36	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:53:20%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/widget-galler-list-img5.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/widget-galler-list-img5.jpg	(from https://eyecix.com/html/sportsmagazine/index-two.html)
18:53:36	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:53:21%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/team-match-img1.png	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/team-match-img1.png	(from https://eyecix.com/html/sportsmagazine/fixture.html)
18:53:36	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:53:21%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/team-match-img2.png	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/team-match-img2.png	(from https://eyecix.com/html/sportsmagazine/fixture.html)
18:53:37	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:53:36%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/team-match-img3.png	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/team-match-img3.png	(from https://eyecix.com/html/sportsmagazine/fixture.html)
18:53:37	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:53:37%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/team-match-img4.png	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/team-match-img4.png	(from https://eyecix.com/html/sportsmagazine/fixture.html)
18:53:40	455068/455068	---M--	200	added ('OK')	image/png	date:Thu,%2004%20May%202017%2018:02:12%20GMT	https://eyecix.com/html/sportsmagazine/images/vpattren.png	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/images/vpattren.png	(from https://eyecix.com/html/sportsmagazine/style.css)
18:53:40	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:53:37%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/widget-popular-post1.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/widget-popular-post1.jpg	(from https://eyecix.com/html/sportsmagazine/fixture-wls.html)
18:53:40	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:53:38%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/widget-popular-post2.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/widget-popular-post2.jpg	(from https://eyecix.com/html/sportsmagazine/fixture-wls.html)
18:53:41	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:53:40%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/widget-popular-post3.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/widget-popular-post3.jpg	(from https://eyecix.com/html/sportsmagazine/fixture-wls.html)
18:53:43	242239/242239	---M--	200	added ('OK')	image/jpeg	date:Thu,%2004%20May%202017%2018:02:10%20GMT	https://eyecix.com/html/sportsmagazine/images/search-modal-bg.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/images/search-modal-bg.jpg	(from https://eyecix.com/html/sportsmagazine/style.css)
18:53:43	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:53:41%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/widget-popular-post4.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/widget-popular-post4.jpg	(from https://eyecix.com/html/sportsmagazine/fixture-wls.html)
18:53:43	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:53:42%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/flicker-image-1.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/flicker-image-1.jpg	(from https://eyecix.com/html/sportsmagazine/fixture-wls.html)
18:53:44	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:53:43%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/flicker-image-2.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/flicker-image-2.jpg	(from https://eyecix.com/html/sportsmagazine/fixture-wls.html)
18:53:45	123244/123244	---M--	200	added ('OK')	image/png	date:Thu,%2004%20May%202017%2018:01:45%20GMT	https://eyecix.com/html/sportsmagazine/images/banner-1-pattren.png	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/images/banner-1-pattren.png	(from https://eyecix.com/html/sportsmagazine/style.css)
18:53:45	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:53:44%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/flicker-image-3.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/flicker-image-3.jpg	(from https://eyecix.com/html/sportsmagazine/fixture-wls.html)
18:53:45	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:53:45%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/flicker-image-4.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/flicker-image-4.jpg	(from https://eyecix.com/html/sportsmagazine/fixture-wls.html)
18:53:46	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:53:46%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/flicker-image-5.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/flicker-image-5.jpg	(from https://eyecix.com/html/sportsmagazine/fixture-wls.html)
18:53:49	454143/454143	---M--	200	added ('OK')	image/png	date:Thu,%2004%20May%202017%2018:02:00%20GMT	https://eyecix.com/html/sportsmagazine/images/fancytitle-pattren.png	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/images/fancytitle-pattren.png	(from https://eyecix.com/html/sportsmagazine/style.css)
18:53:49	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:53:46%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/flicker-image-6.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/flicker-image-6.jpg	(from https://eyecix.com/html/sportsmagazine/fixture-wls.html)
18:53:50	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:53:47%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/flicker-image-7.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/flicker-image-7.jpg	(from https://eyecix.com/html/sportsmagazine/fixture-wls.html)
18:53:50	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:53:50%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/flicker-image-8.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/flicker-image-8.jpg	(from https://eyecix.com/html/sportsmagazine/fixture-wls.html)
18:53:51	25612/25612	---M--	200	added ('OK')	image/png	date:Thu,%2004%20May%202017%2018:02:05%20GMT	https://eyecix.com/html/sportsmagazine/images/match-result-bg.png	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/images/match-result-bg.png	(from https://eyecix.com/html/sportsmagazine/style.css)
18:53:51	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:53:50%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/flicker-image-9.jpg	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/flicker-image-9.jpg	(from https://eyecix.com/html/sportsmagazine/fixture-wls.html)
18:53:51	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:53:51%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/fixture-classic-img1.png	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/fixture-classic-img1.png	(from https://eyecix.com/html/sportsmagazine/fixtures-dark1.html)
18:53:52	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:53:51%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/fixture-classic-img2.png	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/fixture-classic-img2.png	(from https://eyecix.com/html/sportsmagazine/fixtures-dark1.html)
18:53:52	22294/22294	---M--	200	added ('OK')	image/png	date:Thu,%2004%20May%202017%2018:01:44%20GMT	https://eyecix.com/html/sportsmagazine/images/border-shape.png	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/images/border-shape.png	(from https://eyecix.com/html/sportsmagazine/style.css)
18:53:53	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:53:52%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/fixture-classic-img3.png	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/fixture-classic-img3.png	(from https://eyecix.com/html/sportsmagazine/fixtures-dark1.html)
18:53:53	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2017%20Apr%202018%2015:53:52%20GMT	https://eyecix.com/html/sportsmagazine/extra-images/fixture-classic-img4.png	C:/Users/modes/Desktop/sakiai_3x3/sakiai_3x3/eyecix.com/html/sportsmagazine/extra-images/fixture-classic-img4.png	(from https://eyecix.com/html/sportsmagazine/fixtures-dark1.html)
